"","SURVEYR","QID","QUESTION_EN","QUESTION_FR","THEME_EN","THEME_FR","ORGANIZATION_EN","ORGANIZATION_FR","ANSWER1","ANSWER2","ANSWER3","ANSWER4","ANSWER5","ANSWER6","ANSWER7","POSITIVE","NEUTRAL","NEGATIVE","COUNT"
"25","2019","Q53","I would prefer to remain with my department or agency, even if a comparable job was available elsewhere in the federal public service.","Je préférerais continuer à travailler au sein de mon ministère ou organisme même si un poste comparable était disponible ailleurs dans la fonction publique fédérale.","Employee engagement","Mobilisation des employés","Public Service","Fonction publique",34,25,18,11,8,3,1,61,19,20,181559
"26","2019","Q53","I would prefer to remain with my department or agency, even if a comparable job was available elsewhere in the federal public service.","Je préférerais continuer à travailler au sein de mon ministère ou organisme même si un poste comparable était disponible ailleurs dans la fonction publique fédérale.","Employee engagement","Mobilisation des employés","Health Canada","Santé Canada",36,26,19,10,6,3,0,64,19,17,5432
"27","2019","Q53","I would prefer to remain with my department or agency, even if a comparable job was available elsewhere in the federal public service.","Je préférerais continuer à travailler au sein de mon ministère ou organisme même si un poste comparable était disponible ailleurs dans la fonction publique fédérale.","Employee engagement","Mobilisation des employés","ROEB","DGORAL",35,25,20,11,6,3,0,62,21,17,808
"28","2019","Q53","I would prefer to remain with my department or agency, even if a comparable job was available elsewhere in the federal public service.","Je préférerais continuer à travailler au sein de mon ministère ou organisme même si un poste comparable était disponible ailleurs dans la fonction publique fédérale.","Employee engagement","Mobilisation des employés","POD","DPO",38,36,13,5,5,4,0,76,14,10,60
"29","2019","Q24","My immediate supervisor encourages me to work collaboratively with others outside of my work unit.","Mon (ma) superviseur(e) immédiat(e) m’encourage à travailler en collaboration avec d’autres personnes à l’extérieur de mon unité de travail.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","Public Service","Fonction publique",45,27,15,5,3,1,4,75,16,9,181574
"30","2019","Q24","My immediate supervisor encourages me to work collaboratively with others outside of my work unit.","Mon (ma) superviseur(e) immédiat(e) m’encourage à travailler en collaboration avec d’autres personnes à l’extérieur de mon unité de travail.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","Health Canada","Santé Canada",51,26,12,4,3,1,3,80,12,8,5427
"31","2019","Q24","My immediate supervisor encourages me to work collaboratively with others outside of my work unit.","Mon (ma) superviseur(e) immédiat(e) m’encourage à travailler en collaboration avec d’autres personnes à l’extérieur de mon unité de travail.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","ROEB","DGORAL",45,28,15,5,3,1,3,76,16,8,809
"32","2019","Q24","My immediate supervisor encourages me to work collaboratively with others outside of my work unit.","Mon (ma) superviseur(e) immédiat(e) m’encourage à travailler en collaboration avec d’autres personnes à l’extérieur de mon unité de travail.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","POD","DPO",48,34,8,7,2,0,2,83,8,9,60
"33","2019","Q26","I can count on my immediate supervisor to keep his or her promises.","Je sais que mon (ma) superviseur(e) immédiat(e) tiendra ses engagements.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","Public Service","Fonction publique",49,27,11,6,4,2,1,78,12,10,181318
"34","2019","Q26","I can count on my immediate supervisor to keep his or her promises.","Je sais que mon (ma) superviseur(e) immédiat(e) tiendra ses engagements.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","Health Canada","Santé Canada",54,25,10,6,4,1,1,80,10,10,5427
"35","2019","Q26","I can count on my immediate supervisor to keep his or her promises.","Je sais que mon (ma) superviseur(e) immédiat(e) tiendra ses engagements.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","ROEB","DGORAL",52,26,10,7,4,2,1,80,10,10,806
"36","2019","Q26","I can count on my immediate supervisor to keep his or her promises.","Je sais que mon (ma) superviseur(e) immédiat(e) tiendra ses engagements.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","POD","DPO",53,23,10,2,7,3,2,80,10,10,60
"37","2019","Q27","My immediate supervisor keeps me informed about the issues affecting my work.","Mon (ma) superviseur(e) immédiat(e) me tient au courant des questions touchant mon travail.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","Public Service","Fonction publique",46,31,10,7,5,1,0,77,11,12,180879
"38","2019","Q27","My immediate supervisor keeps me informed about the issues affecting my work.","Mon (ma) superviseur(e) immédiat(e) me tient au courant des questions touchant mon travail.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","Health Canada","Santé Canada",50,29,9,7,4,1,1,79,10,11,5410
"39","2019","Q27","My immediate supervisor keeps me informed about the issues affecting my work.","Mon (ma) superviseur(e) immédiat(e) me tient au courant des questions touchant mon travail.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","ROEB","DGORAL",49,30,11,6,3,1,1,79,11,10,806
"40","2019","Q27","My immediate supervisor keeps me informed about the issues affecting my work.","Mon (ma) superviseur(e) immédiat(e) me tient au courant des questions touchant mon travail.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","POD","DPO",47,28,7,8,8,3,0,77,7,16,60
"41","2019","Q31","I am satisfied with the quality of supervision I receive.","Je suis satisfait(e) de la qualité de la supervision qui est exercée à mon égard.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","Public Service","Fonction publique",51,28,10,6,5,0,0,79,10,11,181662
"42","2019","Q31","I am satisfied with the quality of supervision I receive.","Je suis satisfait(e) de la qualité de la supervision qui est exercée à mon égard.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","Health Canada","Santé Canada",56,26,8,6,4,0,0,82,8,10,5431
"43","2019","Q31","I am satisfied with the quality of supervision I receive.","Je suis satisfait(e) de la qualité de la supervision qui est exercée à mon égard.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","ROEB","DGORAL",54,27,7,8,3,1,0,82,7,11,808
"44","2019","Q31","I am satisfied with the quality of supervision I receive.","Je suis satisfait(e) de la qualité de la supervision qui est exercée à mon égard.","Leadership: Immediate supervisor","Leadership: Superviseur immédiat","POD","DPO",51,25,7,10,6,0,2,77,7,16,60
"45","2019","Q34","Senior managers in my department or agency lead by example in ethical behaviour.","Les cadres supérieurs de mon ministère ou organisme montrent l'exemple par leur comportement éthique.","Leadership: Senior management","Leadership: Haute direction","Public Service","Fonction publique",32,31,15,8,7,6,0,68,16,16,181333
"46","2019","Q34","Senior managers in my department or agency lead by example in ethical behaviour.","Les cadres supérieurs de mon ministère ou organisme montrent l'exemple par leur comportement éthique.","Leadership: Senior management","Leadership: Haute direction","Health Canada","Santé Canada",34,32,14,8,4,7,0,71,16,13,5423
"47","2019","Q34","Senior managers in my department or agency lead by example in ethical behaviour.","Les cadres supérieurs de mon ministère ou organisme montrent l'exemple par leur comportement éthique.","Leadership: Senior management","Leadership: Haute direction","ROEB","DGORAL",34,29,16,6,4,9,0,71,17,12,808
"48","2019","Q34","Senior managers in my department or agency lead by example in ethical behaviour.","Les cadres supérieurs de mon ministère ou organisme montrent l'exemple par leur comportement éthique.","Leadership: Senior management","Leadership: Haute direction","POD","DPO",46,20,15,5,5,9,0,73,16,11,60
"49","2019","Q35","I have confidence in the senior management of my department or agency.","J'ai confiance en la haute direction de mon ministère ou organisme.","Leadership: Senior management","Leadership: Haute direction","Public Service","Fonction publique",29,31,17,12,9,3,0,62,17,21,180978
"50","2019","Q35","I have confidence in the senior management of my department or agency.","J'ai confiance en la haute direction de mon ministère ou organisme.","Leadership: Senior management","Leadership: Haute direction","Health Canada","Santé Canada",30,34,17,11,6,3,0,66,17,17,5407
"51","2019","Q35","I have confidence in the senior management of my department or agency.","J'ai confiance en la haute direction de mon ministère ou organisme.","Leadership: Senior management","Leadership: Haute direction","ROEB","DGORAL",30,32,17,10,6,4,0,65,18,17,809
"52","2019","Q35","I have confidence in the senior management of my department or agency.","J'ai confiance en la haute direction de mon ministère ou organisme.","Leadership: Senior management","Leadership: Haute direction","POD","DPO",38,33,13,3,5,8,0,77,14,9,60
"53","2019","Q36","Senior management in my department or agency makes effective and timely decisions.","La haute direction de mon ministère ou organisme prend des décisions efficaces et opportunes.","Leadership: Senior management","Leadership: Haute direction","Public Service","Fonction publique",21,30,20,15,10,5,0,53,21,26,180782
"54","2019","Q36","Senior management in my department or agency makes effective and timely decisions.","La haute direction de mon ministère ou organisme prend des décisions efficaces et opportunes.","Leadership: Senior management","Leadership: Haute direction","Health Canada","Santé Canada",22,31,20,14,7,6,0,56,21,23,5404
"55","2019","Q36","Senior management in my department or agency makes effective and timely decisions.","La haute direction de mon ministère ou organisme prend des décisions efficaces et opportunes.","Leadership: Senior management","Leadership: Haute direction","ROEB","DGORAL",19,32,21,14,7,6,0,54,23,23,807
"56","2019","Q36","Senior management in my department or agency makes effective and timely decisions.","La haute direction de mon ministère ou organisme prend des décisions efficaces et opportunes.","Leadership: Senior management","Leadership: Haute direction","POD","DPO",20,39,18,6,3,12,0,68,21,11,59
"57","2019","Q37","Essential information flows effectively from senior management to staff.","La haute direction communique efficacement les renseignements essentiels au personnel.","Leadership: Senior management","Leadership: Haute direction","Public Service","Fonction publique",19,31,18,17,12,3,0,52,19,29,181112
"58","2019","Q37","Essential information flows effectively from senior management to staff.","La haute direction communique efficacement les renseignements essentiels au personnel.","Leadership: Senior management","Leadership: Haute direction","Health Canada","Santé Canada",20,32,18,17,9,3,0,54,19,27,5416
"59","2019","Q37","Essential information flows effectively from senior management to staff.","La haute direction communique efficacement les renseignements essentiels au personnel.","Leadership: Senior management","Leadership: Haute direction","ROEB","DGORAL",20,34,21,15,8,2,0,55,22,23,808
"60","2019","Q37","Essential information flows effectively from senior management to staff.","La haute direction communique efficacement les renseignements essentiels au personnel.","Leadership: Senior management","Leadership: Haute direction","POD","DPO",22,40,13,16,7,3,0,63,14,23,60
"61","2019","Q08","I receive meaningful recognition for work well done.","Je reçois une reconnaissance significative lorsque je fais un bon travail.","Workforce: Performance management","Effectif: Gestion du rendement","Public Service","Fonction publique",28,36,15,12,8,0,0,65,15,20,181492
"62","2019","Q08","I receive meaningful recognition for work well done.","Je reçois une reconnaissance significative lorsque je fais un bon travail.","Workforce: Performance management","Effectif: Gestion du rendement","Health Canada","Santé Canada",32,37,13,11,6,0,0,69,13,18,5429
"63","2019","Q08","I receive meaningful recognition for work well done.","Je reçois une reconnaissance significative lorsque je fais un bon travail.","Workforce: Performance management","Effectif: Gestion du rendement","ROEB","DGORAL",28,40,14,10,7,0,0,69,15,16,807
"64","2019","Q08","I receive meaningful recognition for work well done.","Je reçois une reconnaissance significative lorsque je fais un bon travail.","Workforce: Performance management","Effectif: Gestion du rendement","POD","DPO",28,29,20,10,13,0,0,57,19,24,57
"65","2019","Q09","I have clear work objectives.","J'ai des objectifs de travail clairs.","Workforce: Performance management","Effectif: Gestion du rendement","Public Service","Fonction publique",32,42,12,10,4,0,0,74,12,14,180719
"66","2019","Q09","I have clear work objectives.","J'ai des objectifs de travail clairs.","Workforce: Performance management","Effectif: Gestion du rendement","Health Canada","Santé Canada",37,42,10,8,3,0,0,79,10,11,5403
"67","2019","Q09","I have clear work objectives.","J'ai des objectifs de travail clairs.","Workforce: Performance management","Effectif: Gestion du rendement","ROEB","DGORAL",34,47,10,7,2,0,0,81,9,10,803
"68","2019","Q09","I have clear work objectives.","J'ai des objectifs de travail clairs.","Workforce: Performance management","Effectif: Gestion du rendement","POD","DPO",29,51,9,8,4,0,0,80,9,11,57
"69","2019","Q25","I receive useful feedback from my immediate supervisor on my job performance.","Je reçois de la rétroaction utile de mon (ma) superviseur(e) immédiat(e) sur mon rendement au travail.","Workforce: Performance management","Effectif: Gestion du rendement","Public Service","Fonction publique",42,31,13,8,5,1,1,74,12,14,181505
"70","2019","Q25","I receive useful feedback from my immediate supervisor on my job performance.","Je reçois de la rétroaction utile de mon (ma) superviseur(e) immédiat(e) sur mon rendement au travail.","Workforce: Performance management","Effectif: Gestion du rendement","Health Canada","Santé Canada",46,31,10,7,4,1,0,78,11,11,5424
"71","2019","Q25","I receive useful feedback from my immediate supervisor on my job performance.","Je reçois de la rétroaction utile de mon (ma) superviseur(e) immédiat(e) sur mon rendement au travail.","Workforce: Performance management","Effectif: Gestion du rendement","ROEB","DGORAL",44,31,11,9,4,1,0,76,11,13,808
"72","2019","Q25","I receive useful feedback from my immediate supervisor on my job performance.","Je reçois de la rétroaction utile de mon (ma) superviseur(e) immédiat(e) sur mon rendement au travail.","Workforce: Performance management","Effectif: Gestion du rendement","POD","DPO",37,37,9,8,8,2,0,75,9,16,59
"73","2019","Q04","I get the training I need to do my job.","Je reçois la formation dont j'ai besoin pour faire mon travail.","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","Public Service","Fonction publique",29,40,12,13,6,0,0,69,12,19,181032
"74","2019","Q04","I get the training I need to do my job.","Je reçois la formation dont j'ai besoin pour faire mon travail.","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","Health Canada","Santé Canada",31,40,12,13,4,0,0,71,12,17,5414
"75","2019","Q04","I get the training I need to do my job.","Je reçois la formation dont j'ai besoin pour faire mon travail.","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","ROEB","DGORAL",26,44,11,14,5,0,0,70,11,19,807
"76","2019","Q04","I get the training I need to do my job.","Je reçois la formation dont j'ai besoin pour faire mon travail.","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","POD","DPO",25,42,12,16,3,0,2,68,12,20,60
"77","2019","Q44","My department or agency does a good job of supporting employee career development.","Mon ministère ou organisme met tout en œuvre pour appuyer ses employé(e)s dans leur perfectionnement professionnel.","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","Public Service","Fonction publique",24,32,17,14,11,2,0,57,18,25,181262
"78","2019","Q44","My department or agency does a good job of supporting employee career development.","Mon ministère ou organisme met tout en œuvre pour appuyer ses employé(e)s dans leur perfectionnement professionnel.","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","Health Canada","Santé Canada",22,33,19,15,9,2,0,57,19,24,5419
"79","2019","Q44","My department or agency does a good job of supporting employee career development.","Mon ministère ou organisme met tout en œuvre pour appuyer ses employé(e)s dans leur perfectionnement professionnel.","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","ROEB","DGORAL",23,34,19,14,7,2,0,59,19,22,806
"80","2019","Q44","My department or agency does a good job of supporting employee career development.","Mon ministère ou organisme met tout en œuvre pour appuyer ses employé(e)s dans leur perfectionnement professionnel.","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","POD","DPO",20,43,8,19,5,5,0,66,9,25,60
"81","2019","Q45","I believe I have opportunities for promotion within my department or agency, given my education, skills and experience.","J'estime avoir des possibilités d'obtenir une promotion au sein de mon ministère ou organisme, compte tenu de ma scolarité, de mes compétences et de mon expérience.","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","Public Service","Fonction publique",22,28,15,14,16,2,2,52,16,32,181671
"82","2019","Q45","I believe I have opportunities for promotion within my department or agency, given my education, skills and experience.","J'estime avoir des possibilités d'obtenir une promotion au sein de mon ministère ou organisme, compte tenu de ma scolarité, de mes compétences et de mon expérience.","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","Health Canada","Santé Canada",21,27,16,15,16,2,1,50,17,33,5431
"83","2019","Q45","I believe I have opportunities for promotion within my department or agency, given my education, skills and experience.","J'estime avoir des possibilités d'obtenir une promotion au sein de mon ministère ou organisme, compte tenu de ma scolarité, de mes compétences et de mon expérience.","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","ROEB","DGORAL",19,30,17,17,13,3,1,51,18,31,807
"84","2019","Q45","I believe I have opportunities for promotion within my department or agency, given my education, skills and experience.","J'estime avoir des possibilités d'obtenir une promotion au sein de mon ministère ou organisme, compte tenu de ma scolarité, de mes compétences et de mon expérience.","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","POD","DPO",23,34,19,16,9,0,0,57,19,24,59
"85","2019","Q46a","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Conflict between my work obligations and my family or personal obligations","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Conflit entre mes obligations professionnelles et mes obligations familiales ou personnelles","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","Public Service","Fonction publique",51,24,13,5,3,1,4,78,13,9,181398
"86","2019","Q46a","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Conflict between my work obligations and my family or personal obligations","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Conflit entre mes obligations professionnelles et mes obligations familiales ou personnelles","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","Health Canada","Santé Canada",50,25,13,5,3,1,4,78,14,8,5420
"87","2019","Q46a","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Conflict between my work obligations and my family or personal obligations","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Conflit entre mes obligations professionnelles et mes obligations familiales ou personnelles","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","ROEB","DGORAL",47,26,15,5,4,0,3,76,15,9,809
"88","2019","Q46a","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Conflict between my work obligations and my family or personal obligations","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Conflit entre mes obligations professionnelles et mes obligations familiales ou personnelles","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","POD","DPO",51,23,8,3,7,0,8,80,9,11,60
"89","2019","Q46b","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Lack of access to language training in my second official language","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Manque d'accès à de la formation linguistique dans ma seconde langue officielle","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","Public Service","Fonction publique",56,11,7,4,5,2,14,79,9,12,181293
"90","2019","Q46b","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Lack of access to language training in my second official language","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Manque d'accès à de la formation linguistique dans ma seconde langue officielle","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","Health Canada","Santé Canada",49,13,10,6,9,1,11,71,12,17,5415
"91","2019","Q46b","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Lack of access to language training in my second official language","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Manque d'accès à de la formation linguistique dans ma seconde langue officielle","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","ROEB","DGORAL",51,15,11,6,6,1,9,74,12,14,808
"92","2019","Q46b","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Lack of access to language training in my second official language","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Manque d'accès à de la formation linguistique dans ma seconde langue officielle","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","POD","DPO",42,17,13,5,13,2,8,65,15,20,60
"93","2019","Q46c","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Lack of access to learning opportunities","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Manque d'accès à des opportunités d'apprentissage","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","Public Service","Fonction publique",44,24,16,7,5,2,4,71,17,12,181082
"94","2019","Q46c","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Lack of access to learning opportunities","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Manque d'accès à des opportunités d'apprentissage","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","Health Canada","Santé Canada",44,26,16,6,4,1,3,73,16,11,5416
"95","2019","Q46c","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Lack of access to learning opportunities","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Manque d'accès à des opportunités d'apprentissage","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","ROEB","DGORAL",43,27,17,6,3,1,3,73,17,10,809
"96","2019","Q46c","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Lack of access to learning opportunities","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Manque d'accès à des opportunités d'apprentissage","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","POD","DPO",42,28,16,2,7,0,5,74,17,9,60
"97","2019","Q46d","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Lack of access to developmental programs","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Manque d’accès aux programmes de perfectionnement","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","Public Service","Fonction publique",41,21,16,8,6,3,4,67,17,16,180682
"98","2019","Q46d","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Lack of access to developmental programs","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Manque d’accès aux programmes de perfectionnement","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","Health Canada","Santé Canada",40,21,16,8,6,3,4,66,18,16,5395
"99","2019","Q46d","To what extent have the following adversely affected your career progress in the federal public service over the last 12 months? Lack of access to developmental programs","Dans quelle mesure estimez-vous que les éléments suivants ont nui à la progression de votre carrière au sein de la fonction publique fédérale au cours des 12 derniers mois? Manque d’accès aux programmes de perfectionnement","Workforce: Job fit and development","Effectif: Compatibilité entre la personne et l'emploi et perfectionnement","ROEB","DGORAL",36,23,18,9,6,3,4,64,20,16,807
